text,class,processed_tokens
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham,"['watch', 'tv', 'lor', '...', 'funni', 'bluff', 'wat', 'izzit', 'thk', ""'s"", 'imposs', 'u']"
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,"['xma', 'prize', 'draw', 'tri', 'contact', 'u.', 'today', 'draw', 'show', 'å£2000', 'prize', 'guarant', 'call', 'land', 'line', 'valid', '12hr']"
Dunno lei he neva say...,ham,"['dunno', 'lei', 'neva', 'say', '...']"
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham,"['thanx', '2day', 'u', 'r', 'goodmat', 'think', 'ur', 'rite', 'sari', 'asusu', 'u', 'cheer', 'love', 'u', 'franyxxxxx']"
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham,"[""'m"", 'way', 'home', 'went', 'chang', 'batt', 'watch', 'go', 'shop', 'bit', 'lor']"
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,"['ye', 'place', 'town', 'meet', 'excit', 'adult', 'singl', 'uk', 'txt', 'chat', '150p/msg']"
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham,"['hi', 'mobil', 'lt', 'gt', 'ad', 'contact', 'list', 'www.fullonsms.com', 'great', 'place', 'send', 'free', 'sm', 'peopl', 'visit', 'fullonsms.com']"
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham,"['good', 'even', 'sir', 'hope', 'nice', 'day', 'want', 'bring', 'notic', 'late', 'pay', 'rent', 'past', 'month', 'pay', 'lt', 'gt', 'charg', 'felt', 'would', 'inconsid', 'nag', 'someth', 'give', 'great', 'cost', ""'s"", 'didnt', 'speak', 'howev', 'recess', 'wont', 'abl', 'pay', 'charg', 'month', 'henc', 'askin', 'well', 'ahead', 'month', ""'s"", 'end', 'plea', 'help', 'thank', 'everyth']"
"If i let you do this, i want you in the house by 8am.",ham,"['let', 'want', 'hou', '8am']"
"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",ham,"['best', 'line', 'said', 'love', '\\i', 'wait', 'till', 'day', 'forget', 'u', 'day', 'u', 'realiz', 'u', 'forget', 'me.\\', ""''"", '...', 'gn', ""''""]"
I will reach before ten morning,ham,"['reach', 'ten', 'morn']"
Your pussy is perfect!,ham,"['pussi', 'perfect']"
"Sorry, I'll call later",ham,"['sorri', ""'ll"", 'call', 'later']"
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam,"['someon', 'contact', 'date', 'servic', 'enter', 'phone', 'becausethey', 'fanci', 'find', 'call', 'landlin', 'pobox1', 'w14rg', '150p']"
No message..no responce..what happend?,ham,"['messag', '..', 'responc', '..', 'happend']"
Also where's the piece,ham,"['also', ""'s"", 'piec']"
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",ham,"['wiskey', 'brandi', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', '\\kudi\\', ""''"", 'yarasu', 'dhina', 'vaazhthukk', '..', ""''""]"
Boo. How's things? I'm back at home and a little bored already :-(,ham,"['boo', ""'s"", 'thing', ""'m"", 'back', 'home', 'littl', 'bore', 'alreadi']"
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham,"['first', 'gain', 'lt', 'gt', 'kg', 'sinc', 'took', 'second', 'done', 'blood', 'sugar', 'test', 'ok', 'blood', 'pressur', 'within', 'normal', 'limit', 'worri']"
PICK UR FONE UP NOW U DUMB?,ham,"['pick', 'ur', 'fone', 'u', 'dumb']"
"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham,"['thank', 'da', 'thangam', 'feel', 'happi', 'dear', 'also', 'miss', 'da']"
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",ham,"['okey', 'doke', ""'m"", 'home', 'dress', 'co', 'lay', 'around', 'ill', 'speak', 'later', 'bout', 'time', 'stuff']"
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham,"[""n't"", 'run', 'away', 'frm', 'u', '...', 'walk', 'slowli', 'amp', 'kill', 'u', ""n't"", 'care', 'enough', 'stop', '...']"
"Babe, I'm back ... Come back to me ...",ham,"['babe', ""'m"", 'back', '...', 'come', 'back', '...']"
Well you told others you'd marry them...,ham,"['well', 'told', ""'d"", 'marri', '...']"
Neshanth..tel me who r u?,ham,"['neshanth', '..', 'tel', 'r', 'u']"
YO YO YO BYATCH WHASSUP?,ham,"['yo', 'yo', 'yo', 'byatch', 'whassup']"
Oh... Kay... On sat right?,ham,"['oh', '...', 'kay', '...', 'sat', 'right']"
Hi! This is Roger from CL. How are you?,ham,"['hi', 'roger', 'cl']"
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam,"['babe', 'u', 'want', 'dont', 'u', 'babi', 'im', 'nasti', 'thing', 'filthyguy', 'fanci', 'rude', 'time', 'sexi', 'bitch', 'go', 'slo', 'n', 'hard', 'txt', 'xxx', 'slo', '4msg']"
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,"['oh', 'oh', '...', 'wast', '...', 'den', 'muz', 'chiong', 'sat', 'n', 'sun', 'liao', '...']"
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham,"['jesu', 'christ', 'bitch', ""'m"", 'tri', 'give', 'drug', 'answer', 'fuck', 'phone']"
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham,"['plea', 'give', 'pick', 'tuesday', 'even', 'ok']"
I'm meeting Darren...,ham,"[""'m"", 'meet', 'darren', '...']"
One of best dialogue in cute reltnship..!! \Wen i Die,ham,"['one', 'best', 'dialogu', 'cute', 'reltnship', '..', '\\wen', 'die']"
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,"['solv', 'case', 'man', 'found', 'murder', 'lt', 'decim', 'gt', 'lt', 'gt', 'afternoon', 'wife', 'call', 'polic', 'polic', 'question', 'everyon', 'wife', 'sir', 'sleep', 'murder', 'took', 'place', '4.cook', 'cook', '5.garden', 'pick', 'veget', '6.house-maid', 'went', 'post', 'offic', '7.children', 'went', 'play', '8.neighbour', 'went', 'marriag', 'polic', 'arrest', 'murder', 'immedi', ""'s"", 'repli', 'reason', 'u', 'r', 'brilliant']"
Dear where you will be when i reach there,ham,"['dear', 'reach']"
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham,"['aww', ""'s"", 'first', 'time', 'u', 'said', 'u', 'miss', 'without', 'ask', 'miss', 'u', 'first', 'love']"
Ok... Thanx... Gd nite 2 Ì_ too...,ham,"['ok', '...', 'thanx', '...', 'gd', 'nite', 'ì_', '...']"
"Come to me right now, Ahmad",ham,"['come', 'right', 'ahmad']"
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,"[""n't"", 'know', 'u', 'u', ""n't"", 'know', 'send', 'chat', 'let', ""'s"", 'find', '150p/msg', 'rcvd', 'hg/suite342/2lands/row/w1j6hl', 'ldn', 'year']"
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham,"['lol', 'plea', 'actual', 'send', 'pic', 'right', 'wan', 'na', 'see', 'pose', 'comb', 'hair', 'dryer', 'someth']"
O was not into fps then.,ham,['fp']
Huh means computational science... Y they like dat one push here n there...,ham,"['huh', 'mean', 'comput', 'scienc', '...', 'like', 'dat', 'one', 'push', 'n', '...']"
"Could you not read me, my Love ? I answered you",ham,"['could', 'read', 'love', 'answer']"
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,ham,"['oh', '...', 'lk', 'tt', 'den', 'take', 'e', 'one', 'tt', 'end', 'cine', 'lor', '...', 'dun', 'wan', 'yogasana', 'oso', '...']"
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham,"['madam', 'regret', 'disturbance.might', 'receiv', 'refer', 'check', 'dlf', 'premarica.kindli', 'informed.rgd', 'rakhesh', 'kerala']"
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,"['sm', 'servic', 'inclu', 'text', 'credit', 'pl', 'gotto', 'www.comuk.net', 'login', '3qxj9', 'unsubscrib', 'stop', 'extra', 'charg', 'help', 'comuk.220cm2', '9ae']"
Oic... Then better quickly go bathe n settle down...,ham,"['oic', '...', 'better', 'quickli', 'go', 'bath', 'n', 'settl', '...']"
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham,"['err', '...', 'cud', ""'m"", 'go', '8pm', ""n't"", 'got', 'way', 'contact']"
A bloo bloo bloo I'll miss the first bowl,ham,"['bloo', 'bloo', 'bloo', ""'ll"", 'miss', 'first', 'bowl']"
Lmao but its so fun...,ham,"['lmao', 'fun', '...']"
Oh k k:)but he is not a big hitter.anyway good,ham,"['oh', 'k', 'k', 'big', 'hitter.anyway', 'good']"
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham,"['hey', 'almost', 'forgot', '...', 'happi', 'b-day', 'babe', 'love', 'ya']"
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam,"['valentin', 'day', 'special', 'win', 'å£1000', 'quiz', 'take', 'partner', 'trip', 'lifetim', 'send', 'go', '150p/msg', 'rcvd', 'custcare:08718720201']"
Do you think i can move  &lt;#&gt;  in a week,ham,"['think', 'move', 'lt', 'gt', 'week']"
She.s find. I sent you an offline message to know how anjola's now.,ham,"['she.', 'find', 'sent', 'offlin', 'messag', 'know', 'anjola', ""'s""]"
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam,"['guess', 'first', 'time', 'creat', 'web', 'page', 'www.asjesus.com', 'read', 'wrote', ""'m"", 'wait', 'opinion', 'want', 'friend', '1/1']"
How was txting and driving,ham,"['txting', 'drive']"
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham,"[""'s"", 'good', 'let', 'thank', 'god', 'plea', 'complet', 'drug', 'lot', 'water', 'beauti', 'day']"
Really dun bluff me leh... U sleep early too. Nite...,ham,"['realli', 'dun', 'bluff', 'leh', '...', 'u', 'sleep', 'earli', 'nite', '...']"
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",ham,"['indian', 'r', 'poor', 'india', 'poor', 'countri', 'say', 'one', 'swiss', 'bank', 'director', 'say', 'lt', 'gt', 'lac', 'crore\\', ""''"", 'indian', 'money', 'deposit', 'swiss', 'bank', 'use', ""'taxless"", 'budget', 'lt', 'gt', 'yr', 'give', 'lt', 'gt', 'crore', 'job', 'indian', 'villag', 'delhi', 'lane', 'road', 'forev', 'free', 'power', 'supli', 'lt', 'gt', 'social', 'project', 'everi', 'citizen', 'get', 'monthli', 'lt', 'gt', '/-', 'lt', 'gt', 'yr', 'need', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'block', 'rich', 'politician', 'full', 'right', 'corrupt', 'politician', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhe.g.m.\\', ""''"", ""''""]"
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham,"['uncl', 'boy', 'need', 'movi', 'oh', 'guid', 'plu', 'know', 'torrent', 'particularli', 'legal', 'system', 'slow', 'gr8', 'day', 'plu', 'start', 'co', 'dont', 'meet', 'onlin', 'honey', 'moon']"
Oh ya ya. I remember da. .,ham,"['oh', 'ya', 'ya', 'rememb', 'da']"
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham,"['btw', 'regard', 'realli', 'tri', 'see', 'anyon', 'el', '4th', 'guy', 'commit', 'random', 'dude']"
"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam,"['ur', 'chanc', 'win', 'å£250', 'cash', 'everi', 'wk', 'txt', 'play', ""'s"", 'c', ""'s"", 'www.music-trivia.net', 'custcar', '1x150p/wk']"
I not busy juz dun wan 2 go so early.. Hee.. ,ham,"['busi', 'juz', 'dun', 'wan', 'go', 'earli', '..', 'hee', '..']"
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham,"['rightio', '11.48', 'well', 'arent', 'bright', 'earli', 'morn']"
"Great. I'm in church now, will holla when i get out",ham,"['great', ""'m"", 'church', 'holla', 'get']"
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,ham,"['back', 'brum', 'thank', 'put', 'u', 'keep', 'u', 'happi', 'see', 'soon']"
I donno if they are scorable,ham,"['donno', 'scorabl']"
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham,"['lt', 'gt', 'great', 'loxahatch', 'xma', 'tree', 'burn', 'updat', 'total', 'see', 'star']"
"Yes but i dont care! I need you bad, princess!",ham,"['ye', 'dont', 'care', 'need', 'bad', 'princess']"
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham,"['guy', 'kadeem', ""n't"", 'sell', 'sinc', 'break', 'know', 'one', 'guy', ""'s"", 'paranoid', 'fuck', ""n't"", 'like', 'sell', 'without', 'ca', ""n't"", 'til', 'late', 'tonight']"
"Sorry, I'll call later",ham,"['sorri', ""'ll"", 'call', 'later']"
Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,ham,"['tmr', 'ì_', 'brin', 'lar', '...', 'aiya', 'later', 'come', 'n', 'c', 'lar', '...', 'mayb', 'ì_', 'neva', 'set', 'properli', 'ì_', 'got', 'da', 'help', 'sheet', 'wif', 'ì_', '...']"
Do u knw dis no. &lt;#&gt; ?,ham,"['u', 'knw', 'di', 'lt', 'gt']"
Then she dun believe wat?,ham,"['dun', 'believ', 'wat']"
K..give back my thanks.,ham,"['k', '..', 'give', 'back', 'thank']"
I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham,"['know', 'complain', 'num', '..', 'bettr', 'directli', 'go', 'bsnl', 'offc', 'nd', 'appli', '..']"
Okay. I've seen it. So i should pick it on friday?,ham,"['okay', ""'ve"", 'seen', 'pick', 'friday']"
How much she payed. Suganya.,ham,"['much', 'pay', 'suganya']"
Left dessert. U wan me 2 go suntec look 4 u?,ham,"['left', 'dessert', 'u', 'wan', 'go', 'suntec', 'look', 'u']"
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham,"['abeg', 'make', 'profit', 'start', 'use', 'get', 'sponsor', 'next', 'event']"
Onum ela pa. Normal than.,ham,"['onum', 'ela', 'pa.', 'normal']"
K.k..how is your sister kids?,ham,"['k.k', '..', 'sister', 'kid']"
"Cool, I'll text you when I'm on the way",ham,"['cool', ""'ll"", 'text', ""'m"", 'way']"
Nope. Meanwhile she talk say make i greet you.,ham,"['nope', 'meanwhil', 'talk', 'say', 'make', 'greet']"
i cant talk to you now.i will call when i can.dont keep calling.,ham,"['cant', 'talk', 'now.i', 'call', 'can.dont', 'keep', 'call']"
Anything lar...,ham,"['anyth', 'lar', '...']"
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham,"['rose', 'need', 'water', 'season', 'need', 'chang', 'poet', 'need', 'imagin', '..', 'phone', 'need', 'ur', 'sm', 'need', 'ur', 'love', 'frndship', 'forev', '....']"
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham,"['good', 'afternoon', 'babe', 'goe', 'day', 'job', 'prospect', 'yet', 'miss', 'love', '...', 'sigh', '...']"
They will pick up and drop in car.so no problem..,ham,"['pick', 'drop', 'car.so', 'problem', '..']"
S.i think he is waste for rr..,ham,"['s.i', 'think', 'wast', 'rr', '..']"
He is world famamus....,ham,"['world', 'famamu', '....']"
Is there coming friday is leave for pongal?do you get any news from your work place.,ham,"['come', 'friday', 'leav', 'pongal', 'get', 'news', 'work', 'place']"
Lol well don't do it without me. We could have a big sale together.,ham,"['lol', 'well', ""n't"", 'without', 'could', 'big', 'sale', 'togeth']"
* Am on my way,ham,['way']
Eat at old airport road... But now 630 oredi... Got a lot of pple...,ham,"['eat', 'old', 'airport', 'road', '...', 'oredi', '...', 'got', 'lot', 'pple', '...']"
